Date,Model,Branch,Units_Sold,Sales_Person,Body_Builder,Financier,Chassis_Number,Order_Date,Invoice_Date,Buying_Price,Selling_Price,Customer_Name,Customer_Location,Payment_Mode
2024-06-13,Isuzu D-MAX,Mombasa,3,Stacey Bass,Rifter,Co-op Bank,JABC055XYZwk,2009-11-12,2009-11-27,5629774,5832951,Debra Franklin,Lake Kathryn,Cash
2000-04-30,Isuzu FVR,Chuka,5,Louis Smith,Krystal,KCB,JABC316XYZOT,2004-08-29,2025-02-07,3852642,3411952,Emily Reed,Benjaminmouth,Credit
2004-07-07,Isuzu NQR Xtra,Chuka,5,Nicolas Grant,General Body Works,Family Bank,JABC048XYZDl,2008-09-29,2013-06-30,2221668,4891938,Joshua Larson,Robertborough,Cash
2024-08-16,Isuzu FSR,Meru,4,Karen Krause,TransAfrica,Co-op Bank,JABC072XYZQn,2019-06-21,2017-12-12,2578979,5635392,Daniel Morrow,Loribury,Credit
2003-02-25,Isuzu FVR,Eldoret,2,Benjamin Patterson,Krystal,NCBA,JABC243XYZMM,2010-11-13,2002-03-10,3190334,6231622,Jason Murray,Port Bradburgh,Credit
2008-02-11,Isuzu FVR,Nairobi,4,Kristy Moran,Rifter,Family Bank,JABC168XYZWG,2005-08-03,2001-02-24,2295625,3133672,Michelle Koch,Georgeborough,Credit
2024-04-23,Isuzu NQR Xtra,Eldoret,1,Kathleen Pacheco,General Body Works,Equity Bank,JABC506XYZeA,2016-06-11,2021-04-09,4513825,5060940,Daniel Hawkins,West Julianhaven,Credit
2010-03-07,Isuzu FRR90,Mombasa,3,Stephen Lewis,General Body Works,Co-op Bank,JABC449XYZpb,2008-10-01,2022-05-24,3630969,4234441,Christopher Cobb,Lake Catherine,Cash
2017-07-08,Isuzu FVR,Mombasa,4,Karen Krause,Krystal,Co-op Bank,JABC969XYZdH,2015-07-25,2021-09-03,4252375,6298084,Jonathan Romero,Hunterside,Cash
2004-11-22,Isuzu FSR,Mombasa,3,Alicia Gutierrez,TransAfrica,KCB,JABC431XYZIS,2018-03-06,2010-02-05,3740584,5717196,Jeff Campos,Patrickstad,Cash
2022-10-20,Isuzu FVR,Meru,1,Benjamin Patterson,Rifter,NCBA,JABC681XYZKk,2003-10-11,2019-12-09,4105039,4564798,Amy Stewart,Fisherbury,Cash
2018-10-03,Isuzu NQR Xtra,Eldoret,2,Michael Miller,TransAfrica,KCB,JABC859XYZOd,2022-08-20,2015-12-20,4027842,3517977,Jennifer Mitchell,New Samanthashire,Credit
2005-02-21,Isuzu FRR90,Nairobi,3,Benjamin Patterson,Rifter,Co-op Bank,JABC633XYZvD,2022-08-02,2015-09-14,2308710,2847608,Michael Moore,Barrymouth,Credit
2000-03-12,Isuzu D-MAX,Chuka,5,Brittany Rogers,General Body Works,Co-op Bank,JABC564XYZME,2006-10-23,2014-07-19,2122772,3777991,Ashley Weaver,Baldwinside,Cash
2014-09-17,Isuzu FVR,Chuka,5,Dana Ortiz,TransAfrica,Family Bank,JABC561XYZus,2025-02-16,2022-02-28,4331134,4287139,Judy Dunn,New Joshua,Credit
2023-09-07,Isuzu D-MAX,Mombasa,5,Stephen Lewis,Krystal,Family Bank,JABC279XYZTL,2024-11-30,2003-10-13,2473818,3829615,Monica Mason,Wardfort,Cash
2013-03-18,Isuzu FVR,Nairobi,4,Alicia Gutierrez,TransAfrica,Co-op Bank,JABC132XYZyV,2005-11-28,2011-03-05,5240756,6499117,Andrea Jones,Anthonyhaven,Credit
2019-12-10,Isuzu D-MAX,Mombasa,1,Benjamin Patterson,Rifter,NCBA,JABC206XYZGg,2012-11-09,2018-04-16,4368040,5015124,Regina Hughes,East Lauren,Cash
2004-01-17,Isuzu FRR90,Nairobi,1,Steven Dixon,Krystal,Family Bank,JABC382XYZDa,2014-06-24,2019-10-12,4230484,5886243,Joshua Cox,Riveraton,Credit
2000-12-13,Isuzu D-MAX,Meru,1,Kristy Moran,Rifter,Equity Bank,JABC281XYZwe,2000-07-03,2006-12-25,4030812,4691667,Nicole Stephenson DDS,Rhondaland,Cash
2007-10-16,Isuzu D-MAX,Mombasa,3,Karen Krause,TransAfrica,KCB,JABC183XYZPG,2013-10-24,2009-10-09,2012938,3679418,Anthony Hall,South Larry,Credit
2006-03-24,Isuzu FRR90,Mombasa,5,Michael Miller,Rifter,Co-op Bank,JABC043XYZFz,2004-11-27,2014-03-30,4435760,3045501,Heather Mccarthy,East Donnaview,Cash
2022-09-05,Isuzu FSR,Meru,5,Benjamin Patterson,Rifter,Family Bank,JABC967XYZOo,2004-11-20,2018-03-17,5283845,5965495,Gregory Fuentes,Heatherbury,Cash
2004-06-06,Isuzu FSR,Eldoret,1,Steven Dixon,Rifter,Co-op Bank,JABC621XYZrF,2022-07-28,2015-07-26,5701605,4181063,Jessica Brown,West Markmouth,Cash
2019-05-04,Isuzu FVR,Chuka,2,Michael Miller,General Body Works,KCB,JABC125XYZKq,2006-05-14,2021-05-11,5856397,4137094,Timothy Parker,Jacquelineton,Cash
2023-10-18,Isuzu FVR,Chuka,2,Benjamin Patterson,Rifter,Equity Bank,JABC647XYZcs,2022-08-14,2002-02-03,3397955,3270802,Beverly Marsh,Teresatown,Credit
2001-12-27,Isuzu FRR90,Meru,2,Carol Waters,Krystal,NCBA,JABC572XYZQk,2016-06-21,2014-08-23,5328936,4427298,Matthew Robinson MD,Brianberg,Credit
2021-07-25,Isuzu FSR,Meru,2,Stacey Bass,Rifter,KCB,JABC055XYZrQ,2010-06-05,2008-06-06,4896355,5771335,Melissa Rodriguez,Port David,Cash
2005-03-29,Isuzu FVR,Chuka,1,Michael Miller,Rifter,Family Bank,JABC343XYZwW,2013-08-16,2008-04-09,4435079,5165880,Michele Nelson,Andersontown,Credit
2016-09-16,Isuzu FSR,Chuka,3,Katie Romero,Rifter,Co-op Bank,JABC826XYZZW,2016-08-05,2007-05-28,5608302,4757102,Peter Johnson,Lake Danielleview,Credit
2016-03-11,Isuzu FVR,Chuka,1,Dana Ortiz,General Body Works,Co-op Bank,JABC348XYZXL,2014-05-05,2020-02-07,4716653,5017728,Bryan Savage,Mariaville,Credit
2017-04-20,Isuzu D-MAX,Mombasa,1,Brittany Rogers,General Body Works,Equity Bank,JABC561XYZAA,2006-10-13,2024-03-05,5176887,2542039,Chelsea Harvey,Lake Julie,Cash
2021-11-19,Isuzu FRR90,Nairobi,5,Michael Miller,Labh Singh,NCBA,JABC837XYZFr,2010-03-02,2015-11-17,2837876,5548925,Stephen Murphy,Anamouth,Cash
2023-01-22,Isuzu FRR90,Eldoret,1,Benjamin Patterson,TransAfrica,Co-op Bank,JABC065XYZce,2010-03-20,2023-05-16,4782611,3376332,Frank Lozano,Perryville,Credit
2017-06-15,Isuzu FRR90,Chuka,2,Derek Reed,TransAfrica,Family Bank,JABC003XYZAl,2025-02-07,2020-02-14,3608678,3215054,Donna Baldwin,South Amber,Cash
2000-03-17,Isuzu FSR,Nairobi,4,Michael Miller,Rifter,Co-op Bank,JABC468XYZML,2020-06-11,2004-01-09,2071524,5346022,William Dunn,Wilsonbury,Credit
2020-12-13,Isuzu D-MAX,Mombasa,4,Katie Romero,Krystal,Family Bank,JABC347XYZEF,2006-08-27,2001-11-20,3170407,3268976,Timothy Peterson,West Joshua,Credit
2002-01-26,Isuzu FVR,Eldoret,1,Carol Waters,TransAfrica,Co-op Bank,JABC593XYZnY,2009-07-25,2003-05-02,5283287,6492852,Cynthia Evans,Lancetown,Cash
2000-09-15,Isuzu FSR,Eldoret,2,Cindy Ingram,General Body Works,Equity Bank,JABC545XYZzZ,2012-04-15,2013-04-29,4059636,5880795,William Schneider,South Jennifer,Credit
2008-10-01,Isuzu D-MAX,Chuka,3,Karen Krause,Rifter,KCB,JABC521XYZfT,2025-04-05,2024-12-16,4337830,2843275,Alexander Anderson,Kiarafurt,Credit
2006-08-25,Isuzu D-MAX,Chuka,2,Nicolas Grant,Krystal,Family Bank,JABC324XYZKe,2013-06-09,2001-08-30,4863564,3251794,Samantha Wallace,Port Jayshire,Credit
2001-07-27,Isuzu FVR,Chuka,2,Dana Ortiz,Labh Singh,NCBA,JABC740XYZcb,2015-12-18,2009-12-10,2456195,2817972,Karen Rhodes,Davidfort,Cash
2006-01-05,Isuzu D-MAX,Chuka,3,Joshua Williams,Rifter,Equity Bank,JABC592XYZaP,2020-11-17,2007-09-27,5416356,3873368,Angela Dunn,Port Brandy,Credit
2012-05-23,Isuzu FSR,Chuka,4,Carol Waters,TransAfrica,Co-op Bank,JABC679XYZGY,2012-07-09,2020-02-13,4407264,6327607,Stephanie Silva,Snyderland,Credit
2018-10-05,Isuzu FRR90,Meru,4,Stacey Bass,Krystal,Family Bank,JABC453XYZvY,2000-05-19,2000-07-02,4625263,4741678,Clifford Hoover,South Catherineborough,Cash
2023-06-03,Isuzu D-MAX,Chuka,2,Benjamin Patterson,TransAfrica,Co-op Bank,JABC041XYZDZ,2024-06-04,2012-03-11,4351130,3169142,Laura Sims,Timothyborough,Cash
2023-04-10,Isuzu FSR,Nairobi,5,Carol Waters,Rifter,NCBA,JABC259XYZXV,2025-04-08,2020-03-10,2176774,2864404,Susan Johnson,Elizabethburgh,Credit
2018-10-28,Isuzu D-MAX,Meru,2,Kristy Moran,Rifter,KCB,JABC518XYZEM,2022-10-19,2003-07-23,4259092,4361317,Dawn Chandler,New Marcus,Cash
2018-11-22,Isuzu NQR Xtra,Meru,5,Kathleen Pacheco,Krystal,Co-op Bank,JABC269XYZyQ,2003-05-26,2016-03-18,3900057,4364273,Brett Haynes,Johnsonview,Cash
2020-07-10,Isuzu FSR,Nairobi,1,Crystal Fleming,Labh Singh,Equity Bank,JABC713XYZWf,2011-04-18,2000-11-20,3640260,5979566,Kathleen Santos,Kennethstad,Cash
2011-12-03,Isuzu FRR90,Meru,3,Cindy Ingram,Krystal,Family Bank,JABC945XYZZS,2015-07-03,2001-08-26,2337850,6179020,Willie Franklin,Glassmouth,Cash
2000-11-26,Isuzu FVR,Nairobi,1,Joshua Williams,Labh Singh,NCBA,JABC964XYZUW,2022-03-22,2017-04-21,3627630,4193465,Blake Burnett,Ryanbury,Cash
2016-03-10,Isuzu NQR Xtra,Meru,1,Stacey Bass,Rifter,Equity Bank,JABC741XYZhS,2002-08-26,2001-09-21,5150519,5087640,Stephanie Stevenson,East Justinshire,Credit
2024-03-26,Isuzu D-MAX,Chuka,5,Derek Reed,TransAfrica,KCB,JABC676XYZOk,2023-09-10,2003-09-08,4288786,5211485,Margaret Davis,Paulfurt,Credit
2015-08-13,Isuzu FSR,Mombasa,3,Stacey Bass,General Body Works,Family Bank,JABC738XYZGL,2015-03-27,2019-05-07,5846528,5813723,Henry Chavez,Gonzalezshire,Cash
2023-01-11,Isuzu D-MAX,Eldoret,3,Karen Krause,Krystal,Co-op Bank,JABC347XYZnU,2020-08-15,2010-07-17,4827228,5655032,Samantha Flowers,Scottshire,Credit
2016-07-16,Isuzu FRR90,Mombasa,5,Derek Reed,General Body Works,NCBA,JABC209XYZoi,2002-04-15,2004-08-10,3649258,2675231,Taylor Brock,South Barbaraport,Cash
2003-11-18,Isuzu FRR90,Eldoret,2,Michael Miller,General Body Works,Co-op Bank,JABC991XYZyx,2005-04-22,2008-05-17,3659916,5746536,Kimberly Sandoval,Port Samantha,Cash
2022-09-11,Isuzu FVR,Nairobi,4,Benjamin Patterson,General Body Works,NCBA,JABC919XYZoY,2008-04-02,2005-05-29,3669163,5287186,Susan Massey,North Taraside,Credit
2004-12-21,Isuzu FVR,Meru,4,Steven Dixon,TransAfrica,Family Bank,JABC262XYZYS,2015-07-23,2022-11-02,5250881,3058114,David Weber,West James,Cash
2006-05-11,Isuzu FRR90,Chuka,4,Brittany Rogers,TransAfrica,NCBA,JABC792XYZbN,2018-04-13,2016-10-30,5446300,5609646,Kevin Webb,Joshuatown,Cash
2023-01-01,Isuzu FRR90,Meru,2,Dana Ortiz,Krystal,KCB,JABC206XYZqy,2006-09-19,2002-05-24,2349762,4659750,Thomas Lloyd,South Normanmouth,Cash
2015-05-06,Isuzu FSR,Chuka,5,Stephen Lewis,Rifter,Equity Bank,JABC730XYZrN,2018-01-29,2022-08-29,2033717,2718417,Mark Brown,Moodyview,Credit
2006-11-19,Isuzu FSR,Chuka,2,Derek Reed,Krystal,KCB,JABC094XYZwf,2006-11-23,2001-02-17,2346407,5351168,Joseph Ramirez,North Colinside,Credit
2002-10-15,Isuzu FSR,Mombasa,1,Nicolas Grant,Krystal,Co-op Bank,JABC001XYZLR,2019-09-25,2009-06-02,4749771,3184770,Kathleen Owens,North Kimberlyborough,Cash
2006-03-30,Isuzu NQR Xtra,Nairobi,1,Benjamin Patterson,General Body Works,Family Bank,JABC782XYZpS,2013-10-13,2013-11-22,5802714,3639391,Joshua Phillips Jr.,Blanchardport,Cash
2017-01-20,Isuzu FRR90,Chuka,2,Benjamin Patterson,Krystal,KCB,JABC960XYZcJ,2016-06-05,2022-05-01,2271609,6367183,Brittany Wilson,West Valerieville,Cash
2013-08-09,Isuzu FRR90,Nairobi,4,Louis Smith,Labh Singh,Co-op Bank,JABC168XYZED,2002-03-06,2016-09-06,5224400,2972919,Jonathan Anderson,North Daniel,Cash
2002-03-09,Isuzu FSR,Nairobi,4,Benjamin Patterson,Krystal,NCBA,JABC259XYZfA,2012-03-03,2007-06-06,4107512,5405008,George Rodriguez,Perezmouth,Credit
2008-05-23,Isuzu FSR,Eldoret,5,Alicia Gutierrez,TransAfrica,Co-op Bank,JABC677XYZuU,2011-08-02,2007-01-26,2503623,4344040,Kyle Jones,West Phillipmouth,Cash
2021-10-20,Isuzu NQR Xtra,Nairobi,3,Alicia Gutierrez,General Body Works,Family Bank,JABC220XYZpm,2000-09-03,2013-08-14,3907310,5638523,Donald Mccormick,Ericmouth,Cash
2007-01-26,Isuzu NQR Xtra,Chuka,3,Benjamin Patterson,Labh Singh,Co-op Bank,JABC347XYZIS,2016-04-02,2016-10-29,5847075,3890530,Paul Hall,South Mario,Cash
2007-09-09,Isuzu FRR90,Mombasa,4,Louis Smith,Labh Singh,Co-op Bank,JABC089XYZmr,2006-01-30,2020-05-02,5453402,6429141,Allen Carson,Sharptown,Credit
2024-02-27,Isuzu D-MAX,Chuka,4,Carol Waters,TransAfrica,NCBA,JABC747XYZVM,2008-06-21,2010-01-31,3710741,5859124,Lauren Hudson,Hendrixhaven,Cash
2004-06-08,Isuzu D-MAX,Nairobi,5,Shannon Thompson,Rifter,Co-op Bank,JABC680XYZcc,2010-03-02,2010-12-30,2414399,4506518,Mercedes Compton,Edwardborough,Credit
2007-11-08,Isuzu NQR Xtra,Chuka,1,Kristy Moran,Krystal,KCB,JABC703XYZBb,2021-05-02,2021-01-25,3967325,4507091,Jennifer Lee,New Tara,Credit
2001-06-21,Isuzu FVR,Chuka,5,Brittany Rogers,General Body Works,KCB,JABC811XYZMd,2002-10-03,2020-02-24,5404194,4027774,Diane James,New Coreyville,Cash
2010-06-07,Isuzu NQR Xtra,Chuka,1,Cindy Ingram,TransAfrica,Co-op Bank,JABC221XYZZd,2018-12-15,2017-08-25,3054739,3480591,Bryan James,West Sharontown,Credit
2020-11-26,Isuzu NQR Xtra,Nairobi,2,Brittany Rogers,Krystal,Co-op Bank,JABC557XYZKu,2020-08-16,2008-06-27,3823334,5957585,Kelsey Kaufman,Nicholsonshire,Credit
2012-11-30,Isuzu FSR,Chuka,1,Alicia Gutierrez,TransAfrica,Co-op Bank,JABC855XYZMQ,2017-11-16,2011-01-20,4567375,6460620,Edward Dunn,Pamelamouth,Cash
2012-10-31,Isuzu FRR90,Meru,1,Derek Reed,Krystal,Co-op Bank,JABC554XYZZl,2020-05-27,2004-04-19,3051636,5247246,Samantha Wells,Jackiestad,Credit
2003-03-29,Isuzu FRR90,Chuka,2,Steven Dixon,Rifter,Family Bank,JABC276XYZfT,2015-02-11,2009-06-30,2289596,6061669,Diana Johnson,Carterfurt,Credit
2015-05-02,Isuzu FVR,Eldoret,4,Cindy Ingram,TransAfrica,Family Bank,JABC930XYZBV,2001-04-01,2008-04-26,5714150,3324255,Shawn Torres,Smithtown,Cash
2001-01-07,Isuzu FVR,Nairobi,1,Carol Waters,General Body Works,KCB,JABC519XYZcM,2006-01-11,2017-12-08,3092963,5578621,Jillian Thompson,North Lindsayfort,Cash
2005-04-03,Isuzu FSR,Mombasa,5,Brittany Rogers,TransAfrica,KCB,JABC947XYZSr,2006-10-25,2024-03-29,2233725,4873752,Tammy Mcdonald,Medinaview,Credit
2013-01-08,Isuzu NQR Xtra,Chuka,1,Michael Miller,Labh Singh,Equity Bank,JABC262XYZQV,2016-05-07,2000-12-11,3505367,4183371,Nicholas Flores,East Cristina,Credit
2016-12-11,Isuzu FVR,Eldoret,4,Kristy Moran,Labh Singh,NCBA,JABC235XYZoF,2002-03-22,2007-08-30,4988793,5093561,Patrick Benson,New Krystal,Credit
2010-11-01,Isuzu FSR,Eldoret,5,Alicia Gutierrez,Rifter,Co-op Bank,JABC314XYZlC,2024-12-03,2019-07-23,4762108,4392508,Barbara Mcdonald,Pereztown,Cash
2001-05-25,Isuzu FVR,Meru,2,Louis Smith,Rifter,KCB,JABC436XYZio,2002-02-12,2018-04-10,2856634,4671594,Paul Bauer,Hamiltonmouth,Cash
2017-08-25,Isuzu FVR,Nairobi,5,Dana Ortiz,Labh Singh,Equity Bank,JABC778XYZqF,2001-04-07,2018-07-03,2403552,3857757,Dan Lowery,North Teresa,Cash
2005-08-25,Isuzu FSR,Mombasa,4,Stacey Bass,Krystal,Co-op Bank,JABC707XYZZw,2016-11-20,2010-05-05,5137953,6030202,Vanessa Martinez,Port James,Cash
2023-12-25,Isuzu FSR,Meru,1,Kathleen Pacheco,Labh Singh,Family Bank,JABC850XYZwK,2002-01-20,2017-06-12,5603019,6047064,Gina Branch,Alvarezborough,Credit
2021-05-30,Isuzu FRR90,Meru,4,Karen Krause,Rifter,NCBA,JABC246XYZZN,2003-07-01,2017-01-24,5317837,3822525,Kevin Nelson,South Steve,Cash
2024-03-14,Isuzu FSR,Nairobi,2,Karen Krause,TransAfrica,KCB,JABC949XYZkj,2000-12-25,2012-07-17,5420263,5126301,Cody Rice,West Kristinaport,Cash
2007-08-08,Isuzu FVR,Meru,1,Michael Miller,Rifter,Co-op Bank,JABC483XYZKY,2016-04-04,2014-01-15,5022575,5832696,Joel Blankenship,Maybury,Cash
2010-09-03,Isuzu FVR,Nairobi,1,Cindy Ingram,Rifter,Equity Bank,JABC888XYZJN,2024-12-01,2024-12-08,2295673,6095350,Joseph Morales,Kennethton,Credit
2004-07-27,Isuzu D-MAX,Meru,3,Benjamin Patterson,General Body Works,Co-op Bank,JABC675XYZqy,2023-04-27,2020-10-09,4327654,4330113,Kevin Moore,Lake Benjaminstad,Credit
2017-08-16,Isuzu NQR Xtra,Meru,5,Alicia Gutierrez,Labh Singh,KCB,JABC146XYZFr,2020-01-25,2019-11-11,5901675,4421486,Billy Lane II,Jeffreyburgh,Credit
2021-07-16,Isuzu D-MAX,Eldoret,5,Brittany Rogers,General Body Works,Family Bank,JABC363XYZBv,2003-01-08,2010-06-08,4719259,3530649,Kaitlyn Glass,Watsonfurt,Credit
2009-09-05,Isuzu FVR,Mombasa,5,Katie Romero,TransAfrica,KCB,JABC896XYZlA,2002-08-30,2014-10-25,3966677,6359076,Andres Johnson,Aguilarmouth,Credit
2019-07-25,Isuzu FSR,Eldoret,1,Stephen Lewis,TransAfrica,Family Bank,JABC964XYZyS,2002-07-30,2017-06-22,2736664,5707768,Samantha Neal,New Thomaschester,Cash
2005-11-30,Isuzu FVR,Nairobi,3,Joshua Williams,Krystal,Family Bank,JABC871XYZAk,2014-08-23,2007-04-29,3233678,4927200,Randy Adams,Karlstad,Credit
2022-02-27,Isuzu FVR,Meru,1,Kathleen Pacheco,Krystal,Co-op Bank,JABC963XYZBe,2003-09-30,2011-12-11,5725563,5537141,James Cochran,Johnstontown,Cash
2015-02-22,Isuzu FVR,Eldoret,1,Steven Dixon,TransAfrica,NCBA,JABC078XYZXB,2008-12-12,2020-11-27,4473758,5280927,Gregory Allen,Port Julie,Credit
2008-01-18,Isuzu FRR90,Meru,2,Joshua Williams,Rifter,Equity Bank,JABC197XYZco,2014-01-24,2011-09-01,5084188,5044306,Paula Randall,Westside,Credit
2025-08-04,Isuzu FSR,Meru,5,Michael Miller,Labh Singh,Family Bank,JABC215XYZLo,2022-03-06,2005-11-27,3342643,3803609,Anthony Cook,New Richard,Credit
2004-06-02,Isuzu FSR,Chuka,1,Stacey Bass,TransAfrica,Equity Bank,JABC505XYZJU,2024-12-12,2013-09-04,5791343,4122512,Michael Ross Jr.,Karinashire,Cash
2021-01-29,Isuzu D-MAX,Eldoret,5,Derek Reed,Labh Singh,Equity Bank,JABC891XYZMo,2012-02-03,2009-11-25,3142354,4727168,Robert English,Franciscoburgh,Cash
2011-12-13,Isuzu FRR90,Eldoret,1,Kristy Moran,Rifter,KCB,JABC698XYZFd,2002-04-30,2001-05-29,2415794,6161202,Sheila Bridges,Lake Sara,Cash
2004-02-08,Isuzu FSR,Meru,3,Dana Ortiz,Rifter,Equity Bank,JABC463XYZuu,2023-12-19,2015-10-23,5439329,6041187,Chad Miller,New Jamieland,Credit
2004-08-28,Isuzu FVR,Mombasa,4,Brittany Rogers,Labh Singh,Family Bank,JABC392XYZDF,2022-05-25,2020-06-11,2726547,2769417,Laura Johnson,South Nicoleborough,Cash
2009-09-05,Isuzu D-MAX,Chuka,4,Dana Ortiz,Labh Singh,Family Bank,JABC768XYZws,2014-07-09,2015-06-17,4081557,2611889,Kathryn Ellis,Port Jenniferstad,Credit
2000-06-20,Isuzu D-MAX,Eldoret,2,Katie Romero,TransAfrica,KCB,JABC575XYZUZ,2004-12-10,2001-09-11,5451143,5712425,Rebecca Johnston,Port Jamesmouth,Credit
2010-04-24,Isuzu FRR90,Mombasa,1,Karen Krause,Rifter,Family Bank,JABC906XYZrm,2004-09-19,2004-12-08,3244119,4515935,Jimmy Morgan,Powellfurt,Cash
2006-11-28,Isuzu NQR Xtra,Chuka,4,Stacey Bass,Rifter,Equity Bank,JABC685XYZGE,2010-02-27,2007-05-19,3024446,6139585,Kaitlyn Gilbert,North Amy,Cash
2015-04-26,Isuzu FVR,Chuka,3,Brittany Rogers,TransAfrica,Co-op Bank,JABC343XYZin,2018-04-13,2019-05-15,4533526,3333230,David Ellis,Leetown,Cash
2007-04-09,Isuzu FVR,Mombasa,3,Derek Reed,TransAfrica,Family Bank,JABC875XYZPr,2013-09-23,2015-02-05,4305412,2615064,John Wade,East Benjaminshire,Cash
2011-07-15,Isuzu FVR,Meru,3,Karen Krause,General Body Works,KCB,JABC285XYZEJ,2003-06-06,2019-03-06,2068247,5828359,Melissa Wagner,Sarahport,Cash
2015-04-20,Isuzu D-MAX,Meru,4,Katie Romero,TransAfrica,Co-op Bank,JABC415XYZIJ,2013-01-15,2009-12-07,5718494,2907650,Emily Jackson,Karentown,Cash
2010-08-17,Isuzu NQR Xtra,Nairobi,5,Derek Reed,General Body Works,Equity Bank,JABC915XYZdC,2019-12-05,2020-03-07,4605676,6432406,Lisa Thomas,Lyonsberg,Credit
2014-04-09,Isuzu FSR,Eldoret,1,Steven Dixon,Krystal,NCBA,JABC169XYZhP,2006-11-16,2017-02-17,3457082,3636263,Stephanie Garner,Emilyton,Cash
2010-02-08,Isuzu NQR Xtra,Chuka,1,Shannon Thompson,General Body Works,Equity Bank,JABC860XYZRK,2018-07-08,2023-12-05,3817765,6043244,Brandon Townsend,Lake Benjamin,Cash
2015-01-09,Isuzu FRR90,Mombasa,4,Joshua Williams,Labh Singh,Co-op Bank,JABC522XYZND,2011-12-07,2003-05-15,2159876,3165275,Christopher Hampton,Pattyburgh,Cash
2023-08-09,Isuzu FSR,Mombasa,4,Derek Reed,Rifter,KCB,JABC583XYZFI,2004-12-05,2013-10-25,4016950,5229201,Elizabeth Williams,Danielfurt,Credit
2003-08-01,Isuzu FRR90,Mombasa,4,Dana Ortiz,TransAfrica,KCB,JABC071XYZva,2013-03-29,2018-02-14,5019332,2979177,Paula Hall,North Traciview,Credit
2001-06-16,Isuzu FRR90,Nairobi,5,Crystal Fleming,TransAfrica,Equity Bank,JABC618XYZFz,2004-06-18,2002-09-29,5365801,2858635,Larry Ross,Hollyhaven,Credit
2012-09-23,Isuzu FSR,Nairobi,4,Michael Miller,Krystal,NCBA,JABC975XYZBv,2009-08-28,2004-07-14,5597948,2622537,Jeremy Acosta,Kennedyburgh,Cash
2000-09-17,Isuzu D-MAX,Nairobi,4,Louis Smith,TransAfrica,Equity Bank,JABC718XYZBb,2021-07-06,2011-03-11,5456453,3510065,Carol Turner,Cameronbury,Credit
2011-12-19,Isuzu D-MAX,Meru,3,Dana Ortiz,Labh Singh,NCBA,JABC297XYZNI,2015-09-28,2011-10-03,3371242,6163175,Jon Mills,Marilynfurt,Cash
2023-06-05,Isuzu FVR,Meru,5,Stephen Lewis,Labh Singh,Family Bank,JABC599XYZrX,2004-11-21,2008-03-23,5322899,5309858,Christopher Rodriguez,West Erin,Cash
2002-06-29,Isuzu FRR90,Chuka,3,Derek Reed,Labh Singh,Equity Bank,JABC606XYZVH,2019-11-14,2018-11-28,4851957,4778041,Katherine Stanley,North Phillipshire,Cash
2002-08-09,Isuzu NQR Xtra,Nairobi,3,Michael Miller,General Body Works,Equity Bank,JABC027XYZRF,2015-05-03,2025-01-17,5417932,6117536,Erin Alexander,West Michaelland,Cash
2018-03-22,Isuzu FSR,Meru,4,Dana Ortiz,Krystal,Equity Bank,JABC933XYZVv,2011-07-14,2005-03-16,3310333,4707386,Anne Long,North Colleenmouth,Credit
2010-03-12,Isuzu FSR,Eldoret,1,Dana Ortiz,Krystal,NCBA,JABC933XYZPq,2018-04-16,2006-12-08,2290160,6320020,Chelsea Lawrence,Martinfort,Credit
2023-06-10,Isuzu FRR90,Eldoret,3,Benjamin Patterson,General Body Works,KCB,JABC738XYZOE,2024-08-10,2001-01-03,4513384,3734848,Robert Coleman,Port Williamton,Cash
2000-12-20,Isuzu FRR90,Eldoret,3,Brittany Rogers,General Body Works,Co-op Bank,JABC186XYZkf,2006-04-19,2023-08-14,3103549,4583305,Felicia Reyes,Maddentown,Cash
2017-05-10,Isuzu D-MAX,Chuka,4,Stephen Lewis,Rifter,NCBA,JABC818XYZFk,2000-11-26,2019-10-17,3149707,3878314,Joseph Campbell,Cummingsburgh,Credit
2001-12-31,Isuzu D-MAX,Nairobi,2,Nicolas Grant,Rifter,Co-op Bank,JABC742XYZdv,2015-12-22,2017-03-11,2858267,6243382,Brian Smith,Hendricksfort,Credit
2013-02-23,Isuzu NQR Xtra,Eldoret,4,Stephen Lewis,Krystal,NCBA,JABC906XYZKk,2007-04-15,2020-09-07,4195732,4297355,Ryan Lopez,Morenomouth,Credit
2002-05-31,Isuzu FVR,Eldoret,4,Kristy Moran,TransAfrica,Co-op Bank,JABC469XYZrK,2007-04-14,2008-01-26,3687164,2800141,Todd Howe,East Keith,Cash
2021-10-13,Isuzu D-MAX,Eldoret,4,Stacey Bass,Krystal,Family Bank,JABC205XYZbC,2003-09-13,2013-10-14,3317294,4868029,Patrick Barber,Stevenborough,Cash
2019-11-14,Isuzu FSR,Eldoret,3,Alicia Gutierrez,Krystal,Family Bank,JABC001XYZHp,2017-12-21,2006-02-09,2404494,2873690,Stephanie Price,South Bradleyfort,Cash
2020-11-21,Isuzu D-MAX,Eldoret,3,Steven Dixon,General Body Works,Family Bank,JABC941XYZvH,2012-08-16,2016-05-30,4186559,5852057,Alison Farmer,Aprilburgh,Credit
2005-04-29,Isuzu FVR,Chuka,1,Katie Romero,Krystal,Equity Bank,JABC669XYZfj,2014-09-06,2018-05-04,3197678,4986179,Kristin Cook,Kellyville,Credit
